prot	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190808yix_HCCC_b5_14-HCCC_b5_14.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190808yix_HCCC_b5_15-HCCC_b5_15.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190809yix_HCCC_b6_7-HCCC_b6_7.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190809yix_HCCC_b6_8-HCCC_b6_8.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190810yix_HCCC_b7_7-HCCC_b7_7.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190810yix_HCCC_b7_8-HCCC_b7_8.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190811yix_HCCC_b8_5-HCCC_b8_5.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190811yix_HCCC_b8_6-HCCC_b8_6.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190813yix_HCCC_b10_3-HCCC_b10_3.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190813yix_HCCC_b10_4-HCCC_b10_4.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190814yix_HCCC_b11_3-HCCC_b11_3.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190814yix_HCCC_b11_4-HCCC_b11_4.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190815yix_HCCC_b12_12-HCCC_b12_12.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190815yix_HCCC_b12_13-HCCC_b12_13.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190818yix_HCCC_b14_4-HCCC_b14_4.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190818yix_HCCC_b14_4_repA-HCCC_b14_4_repA.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190829yix_HCCC_b23_8-HCCC_b23_8.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190830yix_HCCC_b24_3-HCCC_b24_3.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190830yix_HCCC_b24_4-HCCC_b24_4.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190830yix_HCCC_b24_4_repA-HCCC_b24_4_repA.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190830yix_HCCC_b24_5-HCCC_b24_5.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190822yix_HCCC_b17_11-HCCC_b17_11.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190822yix_HCCC_b17_12-HCCC_b17_12.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190822yix_HCCC_b17_5-HCCC_b17_5.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190822yix_HCCC_b17_6-HCCC_b17_6.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190823yix_HCCC_b18_8-HCCC_b18_8.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190823yix_HCCC_b18_9-HCCC_b18_9.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190824yix_HCCC_b19_13-HCCC_b19_13.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190824yix_HCCC_b19_14-HCCC_b19_14.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190827yix_HCCC_b21_7-HCCC_b21_7.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190818yix_HCCC_b14_5-HCCC_b14_5.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190827yix_HCCC_b21_9-HCCC_b21_9.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190828yix_HCCC_b22_10-HCCC_b22_10.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190828yix_HCCC_b22_11-HCCC_b22_11.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190828yix_HCCC_b22_7-HCCC_b22_7.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190828yix_HCCC_b22_9-HCCC_b22_9.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190829yix_HCCC_b23_10-HCCC_b23_10.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190829yix_HCCC_b23_9-HCCC_b23_9.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190808yix_HCCC_b5_13-HCCC_b5_13.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190809yix_HCCC_b6_6-HCCC_b6_6.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190810yix_HCCC_b7_6-HCCC_b7_6.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190811yix_HCCC_b8_4-HCCC_b8_4.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190811yix_HCCC_b8_4_repA-HCCC_b8_4_repA.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190813yix_HCCC_b10_2-HCCC_b10_2.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190813yix_HCCC_b10_2_repA-HCCC_b10_2_repA.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190814yix_HCCC_b11_2-HCCC_b11_2.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190814yix_HCCC_b11_2_repA-HCCC_b11_2_repA.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190815yix_HCCC_b12_11-HCCC_b12_11.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190818yix_HCCC_b14_3-HCCC_b14_3.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190822yix_HCCC_b17_10-HCCC_b17_10.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190822yix_HCCC_b17_4-HCCC_b17_4.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190822yix_HCCC_b17_4_repA-HCCC_b17_4_repA.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190823yix_HCCC_b18_7-HCCC_b18_7.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190824yix_HCCC_b19_12-HCCC_b19_12.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190827yix_HCCC_b21_6-HCCC_b21_6.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190828yix_HCCC_b22_6-HCCC_b22_6.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190828yix_HCCC_b22_8-HCCC_b22_8.mzML
A4D1P6	1221.04	NA	NA	NA	NA	1601.23	1264.53	NA	NA	NA	975.307	426.941	NA	NA	NA	806.858	2028.3	1523.15	3054.93	1608.15	1640.21	NA	1038.46	2534.74	815.651	1703.27	1192.33	NA	826.021	2562.6	NA	2325.14	1745.58	2534.12	2288.88	4496.15	1400.12	1346.35	NA	1691.47	NA	1518.46	NA	NA	NA	2316.75	1504.76	NA	NA	1497.36	NA	718.639	NA	527.497	2234.4	5345.33	1396.66
A4D2P6	NA	NA	NA	NA	1104.95	NA	NA	NA	NA	2478.45	NA	NA	NA	NA	1856.29	1267.24	NA	NA	NA	NA	NA	2884.67	NA	NA	NA	NA	NA	NA	2108.45	NA	3855.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3462.65	NA	NA	NA	3032.34	3868.8	NA	4628.94	NA	NA	NA	NA	NA
A4FU69	NA	2447.54	5319.57	NA	NA	5125.07	NA	3556.42	NA	1050.7	NA	2303.67	NA	NA	1017.42	1748.46	3862.53	5358.06	NA	2675.61	4539.13	NA	NA	NA	NA	2182.58	NA	NA	1788.62	NA	1639.41	NA	2784.9	3436.77	10924.1	5427.89	4289.14	NA	3778.14	4273.26	NA	NA	NA	1285.91	NA	4401.24	2713.74	NA	NA	NA	2641.48	NA	4129.4	NA	2034.84	6715.31	7467.68
A4GXA9	NA	NA	NA	3033.31	NA	NA	NA	3719.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6329	NA	NA	NA	NA	NA	NA	7078.98	8543.27	3905.98	NA	8389.96	6274.78	NA	13109.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A5A3E0;Q6S8J3;P68032;P0CG38;P68133;P60709;P63261;P62736;P63267;CON_IPI00698900.1|SWISS-PROT:P60712	480753	372404	474082	473989	470883	427140	376131	506614	525195	418798	445303	472009	323935	385183	406950	440191	806304	747281	404891	347389	472075	329861	329004	340283	292107	396244	402083	420295	316296	341378	448979	376433	330908	327031	422741	556588	742033	633489	522054	518134	682896	686286	675378	663263	587914	821522	759533	618466	513132	748553	543237	579133	621407	589157	806079	724501	424619
A5A3E0;Q6S8J3;P68032;Q9BYX7;Q562R1;P68133;P60709;P63261;P62736;P63267;CON_IPI00698900.1|SWISS-PROT:P60712	504642	335353	513928	724722	401559	393402	474922	587940	467905	534163	381060	340707	331662	339689	492355	530251	1015770	767702	448216	435301	744065	308073	262074	279953	370301	524188	353532	553310	325319	639167	513929	655095	388925	551356	767602	1213130	891968	522720	622253	665905	650006	831239	753078	530785	489003	1030370	1112060	714464	776040	828536	581374	578954	759285	670919	1233340	1252390	972227
A5D8V7	NA	NA	1634.06	NA	3966.5	NA	4985.04	NA	NA	NA	NA	7406.96	4185.07	1997.55	NA	NA	NA	NA	1091.83	2062.71	7978.81	276.985	2310.73	1982.07	5149.73	NA	1259.28	2404.5	868.587	11613.9	NA	NA	4081.66	3815.2	NA	2632.37	6165.28	3679.92	NA	1220.87	NA	320.755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4365.38	2553.32
A5D8W1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4035.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A5LHX3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	335.405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A5PL33	NA	NA	3330.7	NA	NA	NA	NA	NA	NA	370.856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1739.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A5YKK6	26235.7	NA	948.291	5584.71	NA	NA	NA	NA	1305.01	1917.2	13923.5	8715.91	1154.62	NA	NA	3429.56	1917.19	2599.39	5426.65	3201.2	771.951	NA	22793.5	NA	4337.23	1197.25	4818.84	NA	NA	647.833	6320.01	1359.8	1023.54	989.817	2157.9	1262.18	682.777	3267.93	677.179	9632.1	369.074	7588.36	1079.63	994.735	11847.6	2595.96	1057.19	356.78	NA	90.1638	2178.05	NA	1707.62	2079.38	2296.39	5305.14	1748.68
A6NCS6	2987.25	867.8	NA	407.474	2555.91	NA	NA	1641.27	NA	NA	241.383	1045.55	831.022	1996.46	928.558	1188.48	762.231	NA	1327.81	3059.74	886.051	701.212	686.996	NA	NA	NA	NA	720.992	693.345	3357.74	2294.71	4673.14	432.827	2059.2	7345.67	4885.84	1469.7	4984.95	NA	NA	NA	664.066	NA	1371.98	2080.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	615.77	1658.71
A6ND91	NA	NA	NA	NA	4812.58	NA	1883.28	1584.98	NA	NA	NA	NA	6370.92	9152.57	324.086	294.721	NA	NA	5488.61	7335.76	3425.83	3840.16	NA	3692.91	6183.77	NA	7316.58	NA	NA	4523.83	588.225	633.082	2385.39	1614.65	NA	1488.1	3224.02	13514.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NDB9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1308.19	NA	NA	NA	NA	NA	NA	259.862	264.657	NA	NA	NA	NA	NA	NA	NA	NA	1921.38	680.712	NA	NA	NA	NA	1327.98	1814.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NDE4;P0DJD4;A6NEQ0;P0C7P1;Q15415;P0DJD3	9560.31	NA	NA	NA	NA	NA	NA	NA	NA	2273.32	NA	5571.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3739.35	4510.11	NA	NA	NA	NA	NA	NA	NA	1420.78	NA	NA	NA	NA	NA	NA
A6NDG6	NA	NA	NA	NA	NA	5477.1	1711.04	822.077	NA	1189.02	508.31	NA	NA	735.702	NA	408.426	NA	NA	2849.49	1278.33	1070.04	1212.42	NA	2101.61	NA	3087.02	NA	NA	499.994	NA	1023.93	1819.41	859.978	NA	656.537	1573.46	3149.7	1656.32	NA	NA	121.953	2013.52	1842.82	655.153	1927.77	1332.68	NA	NA	478.966	NA	NA	NA	467.337	NA	1118.2	3034.68	1855.9
A6NDU8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	875.204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	441.036	NA	NA	NA	NA	267.919	NA	682.926	NA	834.217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	773.272	NA	NA	188.976
A6NE52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1186.38	NA	932.894	NA	728.346	NA	1166.77	1030.2	815.627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NEE1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2924.69	NA	NA	NA	3565.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	990.083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NGU5;P19440;B5MD39;Q14390;P36268	1541.69	NA	215.34	2360.38	213.622	NA	NA	960.057	NA	NA	1850.71	1527.82	NA	NA	NA	NA	6666.58	NA	NA	NA	NA	NA	1412.15	NA	NA	NA	411.71	7664.28	NA	NA	NA	4378.75	NA	4030.4	1599.82	4487.12	2419.89	NA	NA	857.007	NA	1789.21	1430.21	1963.25	NA	NA	827.332	NA	2245.63	NA	NA	NA	845.005	313.307	NA	1362.91	NA
A6NGU5;P19440;P36268	14384.6	904.942	3448.42	12263.4	NA	NA	NA	5710.34	NA	NA	7607.47	24423.4	NA	NA	4066.35	4037.73	18027.6	NA	NA	NA	NA	NA	10657	1995.27	NA	925.864	2226.79	21039.9	783.415	1465.64	5528.74	8711.36	NA	14505.3	4616.45	9144.88	5522.73	NA	1259.24	NA	NA	10218.1	10249.5	1330.45	2392	1466.79	1121.17	NA	6121.79	995.171	2274.19	1042.78	1180.4	5749.55	3475.63	5808.83	4055.25
A6NH11	2507.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NHQ2	8730.51	NA	1773.45	14599.1	NA	7824.52	NA	1007.63	5829.49	12258.3	11249.5	12621.7	NA	NA	6234.79	8108.65	11689.5	12624.6	4491.67	5315.62	1078.78	5199.59	8757.89	NA	NA	8952.81	NA	2934.36	2632.72	16612.3	NA	30890.7	11269.4	25092.9	18821.2	19085.5	13351.2	11410.2	544.215	4796.99	2036.92	7424.83	5071.68	2264.53	5787.35	7526.01	690.906	5370.64	NA	NA	NA	NA	6012.24	1768.34	7492.94	22644.9	11413.5
A6NHR9	NA	NA	NA	NA	281.321	NA	NA	NA	795.638	390.297	NA	877.97	NA	NA	NA	NA	200.312	2054.27	1155.21	515.493	461.071	NA	NA	NA	NA	955.753	NA	676.25	426.914	NA	23375.7	NA	812.429	NA	834.929	609.419	685.78	NA	355.347	NA	NA	948.79	NA	2306.18	NA	1857.32	1273.15	1286.34	NA	NA	731.205	NA	NA	NA	NA	2704.21	15762
A6NHT5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	957.766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	543.322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NHX0	NA	NA	NA	2424.65	4027.09	NA	NA	NA	NA	NA	NA	NA	2151.86	NA	NA	1644.04	3722.01	NA	NA	NA	483.301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2160.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1626.77	NA	NA	NA	NA	NA	NA
A6NI15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2613.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1457.35	NA	NA	4029.85	NA	NA	NA	NA	NA
A6NI79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2468.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NIH7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1633.71	NA	NA	NA	NA	NA	268.592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NIH7;Q13432	NA	NA	NA	953.721	NA	NA	NA	NA	NA	NA	NA	1123.25	NA	NA	NA	NA	1457.38	4237.9	NA	NA	NA	NA	NA	NA	NA	1056.87	NA	NA	NA	1645.34	NA	1290.62	NA	1605.04	3102.43	1877.75	1282.74	NA	NA	NA	NA	NA	NA	NA	NA	1360.72	1607.97	1158.39	NA	1015.96	NA	NA	1317.95	NA	1893.85	5026.46	2268.04
A6NIX2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	435.404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	135.604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NIZ1;P61224	NA	155.742	3921.1	NA	NA	NA	NA	NA	NA	670.181	NA	NA	NA	NA	NA	NA	1046.64	1177.27	NA	1213.77	1797.47	NA	NA	NA	NA	2899.14	NA	1447.38	NA	NA	NA	3093.2	989.69	1283.43	3310.28	2885.96	2309.94	NA	NA	4697.96	1902	1663.82	1527.38	NA	NA	1637.63	NA	2511.53	713.444	NA	NA	NA	NA	2199.45	2992.39	6248.16	2526.34
A6NIZ1;P62834;P61224	38519.6	31705	18021.4	14295.8	22443.2	16338.4	21920.9	22385.9	26970	8149.28	14120.3	24690.6	11376.2	14645.7	10340.7	15551.4	34640.6	24610.7	18532.3	12112.3	15772.4	8056.89	12822.9	6034.63	702.864	9759.82	11584.7	25168.5	16110.7	6582.14	13660.3	28289.7	13613.2	16699.6	28144.2	21011.9	40414.7	29441.1	54731.1	28140.3	31241.6	46226.4	21948.1	30208	24475.4	17729	26970.7	71058	15441.9	11417.3	3452.48	11825.2	27752.3	31175.5	22490.5	31663.9	27928.2
A6NJ78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	448.203	NA	300.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NK44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	725.396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NK97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1712.63	NA	NA	NA	NA	NA	NA	1909.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NKT7;P0DJD1;Q7Z3J3;P0DJD0;P49792	NA	NA	NA	NA	NA	1015.28	NA	NA	NA	1605.37	3371.89	NA	NA	NA	NA	NA	NA	NA	583.371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1018.34	NA	2378.47	849.004	NA	2535.8	2168.27	982.209	NA	NA	509.181	NA	NA	NA	NA	NA	NA	1994.11	NA	NA	NA	NA	NA	NA	NA	NA	1791.41	1729.46
A6NKT7;Q7Z3J3	821.861	617.371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	955.314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	499.948	NA	NA	NA	NA	NA	NA
A6NLP5	NA	NA	NA	NA	1628.36	NA	1695.87	NA	NA	NA	NA	NA	4820.98	22071.6	NA	NA	NA	NA	1499.81	1691.82	NA	NA	NA	1455.1	15693.4	NA	1902.75	NA	NA	NA	NA	NA	NA	1757.96	NA	NA	NA	9730.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NMD0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	558.676	35.5669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1052.61	NA	NA	NA	2619.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1295.99
A6NMZ7	NA	NA	NA	NA	NA	683.39	2607.35	NA	NA	NA	2447.29	2766.1	NA	NA	NA	NA	NA	NA	831.853	4601.88	NA	1969.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6551.07	NA	2730.08	NA	2770.7	NA	2243.26	NA	NA	NA	NA	NA	NA	NA	NA	485.352	NA	NA	NA	NA	NA	3219.06
A6NN73;A8MQT2;A7E2F4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	315.453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NNA2	NA	NA	NA	NA	NA	NA	NA	NA	NA	379.007	NA	NA	NA	NA	NA	275.452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	734.013	NA	NA	NA	NA	NA	1687.42	1202.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	487.766	NA	NA	NA	NA	NA	NA	NA
A6NNJ1	NA	NA	NA	NA	NA	2851.43	NA	668.092	NA	1139.55	NA	2797.01	NA	NA	NA	NA	1673.42	NA	NA	NA	2931.48	NA	2259.06	2754.83	NA	NA	NA	NA	NA	2355.4	NA	1185.54	6167.81	NA	3654.36	3798.46	NA	2236.96	NA	NA	2757.66	NA	NA	NA	NA	NA	NA	NA	NA	736.059	NA	NA	3190.8	1253.88	NA	3926.37	2220.87
A7E2Y1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34856.1	NA	2021.64	NA	NA	NA	NA	NA	NA	NA	NA
A8K0S8	NA	289.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	522.32	NA	NA	NA	NA	NA	NA	NA	NA	NA
A8MU46	NA	3857.03	2465.48	NA	2844.82	1352.8	5587.64	NA	NA	498.194	2791.38	NA	NA	NA	NA	NA	2627.89	NA	NA	NA	NA	NA	4425.59	NA	NA	NA	NA	NA	NA	NA	NA	4232.41	NA	8479.56	NA	1427.49	NA	NA	NA	3732.13	NA	5775.09	NA	NA	NA	NA	NA	1849.13	NA	NA	3590.12	NA	NA	6324.65	5421.03	NA	658.17
A8MUM7	NA	NA	NA	NA	NA	NA	NA	NA	12675.6	9307.49	2259.05	NA	NA	NA	14088.5	13315.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5004.77	NA	NA	NA	20312.6	NA	1997.27	2582.92	9506.87	6253.29	5995.29	NA	6629.13	NA	NA	NA	11790.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A8MW99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A8MWD9;P62308	5707.68	2787.43	4990.61	3597.99	2403.23	3258.77	11284.6	5647.87	6325.94	4597.58	11823.4	5697.21	4668.83	NA	2804.45	7199.73	1747.11	11247.9	5653.4	6836.83	7273.78	2580.37	5283.19	4017.67	NA	7120.95	5758.48	6218.41	3685.17	5509.79	7647.18	8949.44	5616.6	5546.73	9307.39	6153.02	7250.2	4868.68	3121.62	5913.94	1532.7	2025.88	3008.21	2513.15	3298.81	7115.74	2351.73	1338.7	4755.05	2996.96	6034.77	3252.45	5322.21	2088.91	3477.88	11142.7	10047.2
A8MWP4	NA	473.23	NA	63.2294	561.712	775.708	NA	117.609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	528.449	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	818.603	NA	1082.42	NA	NA	769.536	NA	NA	NA	NA	NA	NA	NA
