"","C_T_13","C_T_14","C_T_15","C_T_31","C_T_32","C_T_40","C_T_44","C_T_49","C_T_52","C_T_55","C_T_58","C_T_6","H_T_1","H_T_10","H_T_11","H_T_12","H_T_16","H_T_17","H_T_18","H_T_19","H_T_2","H_T_20","H_T_22","H_T_23","H_T_24","H_T_25","H_T_26","H_T_27","H_T_28","H_T_29","H_T_3","H_T_30","H_T_33","H_T_35","H_T_36","H_T_37","H_T_38","H_T_39","H_T_4","H_T_41","H_T_42","H_T_43","H_T_45","H_T_46","H_T_47","H_T_48","H_T_50","H_T_51","H_T_54","H_T_56","H_T_57","H_T_7","H_T_8","fd","P_value","P_value_adjust"
"P02655|APOC2_HUMAN",0,881824,2838860,366507,197412,0,352315,478610.5,107098,1366300,1145167,209793,7564250,4759270,334328,2382190,1018267,10135435,6829490,1330660,7350560,2665980,9267130,6568600,338937.95,4550960,3048555,3035260,3865980,13987900,2596640,4954490,8372620,11070900,6325600,10184700,7107020,18630200,7241850,0,923654,10328300,12921000,3327445,23445200,9472370,4128325,12951800,5629700,14597700,2503230,2402170,3134120,3.32121918636993,7.64691623859957e-09,1.63618517785235e-05
"P02656|APOC3_HUMAN",2131970,1372150,6333380,1039611,472847,476558,1126240,1453875.5,678952,6797400,3367185,1852520,11459000,14515800,2321410,5176520,3192395,8071375,6947940,5246140,1514470,4611490,31156000,12782100,1811290,18830900,8337505,6118110,9177460,16182400,4710950,27297700,11535100,20497000,16772500,21971800,14869300,63920800,22646400,835766,2074600,33058600,15481900,3881125,29256800,14360000,10586735,21982800,9768420,11291500,9295950,8571680,13043100,2.58381360209135,4.26601020013869e-07,0.000124795856199728
"P02753|RET4_HUMAN",277009,55957.5,2205720,0,0,9369.29,223460,182072,177034,0,299522,0,3173520,4993580,1248380,1910150,937496,8757725,5048245,2817670,1785460,575143,8444640,5282710,101135.75,2501050,6317280,10265600,4401700,5287680,2557475,2589160,6268390,1633250,11102000,5515320,4804770,20125600,7213040,0,247667.5,1365320,12888600,463350,21136100,1628520,2432990,5828180,11324900,48359000,2512440,6205710,1933850,4.42633432677572,5.93724779201833e-05,0.00144909481281238
"P02786|TFR1_HUMAN",511443,1419680,66558.5,140696.9,0,1411300,1919530,2775310,878140,1171750,1049845.5,1083780,1097540,21840.3,1070740,1267120,124607.8,2308305,2075405,152214,2697640,1331760,813420,328157,558523,5125620,8819850,2308770,120677,2268060,904561,1193860,2304510,4112930,10250800,872354,2798600,6184610,2979040,2982210,287239.5,181395,4380740,975269,1692960,3789770,463421,3661760,7490180,9508510,8154000,206036,2274170,1.37506821102967,0.00148196416278728,0.0125002995544436
"P04040|CATA_HUMAN",992151,10512000,38068200,1633895,2528340,4243150,13546600,3251370,5777920,16893300,8168630,2167660,5617120,46634700,4276030,11405800,787540,21150000,14282150,22394900,4539510,6381950,61030600,13487600,1447210,7975070,16221100,21740800,22878800,18378100,11045065,12221900,29809600,54705600,57224700,144371000,25085600,75727600,22028200,21290800,12825450,53474600,277195000,5922990,113429000,59238600,17640250,89127500,27235500,77090800,33498300,24202400,15562800,2.08329043403531,0.00101150781999637,0.00961906473563959
"P04114|APOB_HUMAN",768396,272016,2060280,1330645,1554210,343172,941572,2397470,389706,4037030,1244752,705227,4758860,2962360,661048,1491500,1984465,2909645,2752605,1714870,3144120,1350240,5435870,2927210,6142335,15501600,10380740,702690,1806090,7761160,1672670,4433250,7830240,5442980,2830870,2270180,2143160,10802100,1428480,1447660,2615925,9646240,3604380,1973750,14339900,5932250,3067420,8365610,2274440,3450440,1998310,1564030,2450280,1.68260758746966,2.94191696641287e-05,0.000970706357314854
"P04150|GCR_HUMAN",261529,0,109856,0,0,0,0,0,34993.3,65733.9,282398.55,0,190354,122362,0,79025.3,46418.4,282750,238207,15140.5,170362,57390.6,261976,105936,0,143998,51344.15,140990,132581,125210,0,361701,456359,296171,661633,78434.4,429295,115729,146697,0,54773.8,0,371788,78745.15,551347,338478,268480.5,0,261797,152029,320254,12946,83993.2,1.48273469268486,0.00750185333391368,0.0398017922661448
"P04179|SODM_HUMAN",31343600,6156850,74039400,8032405,4365030,22478200,26933400,5421490,64403000,53215900,24577900,10404500,5285850,76653900,54506200,26840700,24359050,390580500,53640450,15612700,62274300,20184700,22886900,19736900,9257495,21206600,30330650,27815400,23149900,148719000,38187550,108688000,137124000,146565000,52337300,67268200,618497000,75377000,12673300,48224800,9263630,249400000,146906000,13862500,115498000,33400100,24286250,85105900,151708000,368496000,94090100,38279800,45365300,1.71372418248514,0.00305017098091135,0.0206748125939493
"P04350|TBB4A_HUMAN",0,0,0,72032.1,111250,0,375921,0,0,125305,94860.3,0,0,0,0,0,697863,0,215954,0,0,62203.4,525527,0,0,454232,5739160,0,1123980,1671060,0,603524,1126400,0,717558,0,0,2581010,0,294982,0,0,0,627615.5,0,914294,2855955.5,88792,627977,238230,1374590,706620,0,3.12603852796722,0.0051864250981907,0.030347914954682
"P04424|ARLY_HUMAN",1375960,2130500,10322400,389913.5,1647930,262721,1277770,263965,698250,2479760,1791875,929855,423998,17238300,1249100,1439870,3969670,2962010,5648355,5663130,1528420,1003340,15842700,9798210,1385795,866393,988174,4865970,6770550,21027300,1111730,4084130,20629000,14473800,10655600,24554300,4039250,11502900,1543560,2289100,750342.5,13783100,5688100,2559035,43410400,5209850,16279550,31503700,10208500,16621400,25466500,14881900,11731400,2.29655081749208,3.86426352052184e-05,0.00114417141631778
"P04792|HSPB1_HUMAN",72231600,11814100,20602300,17123650,9041720,6660990,12367000,2390115,26043100,39380600,72587050,10995200,32189800,14861100,24635400,17811400,28735400,57157450,55021900,9342430,72341800,23192200,23808300,31344800,20128300,50083300,63532350,17879500,12398700,52474400,166219000,29522100,107297000,88887900,229220000,51968500,107338000,63654600,43725400,62323600,4132695,74805200,140725000,57313150,146527000,70907900,107882200,693601000,80107200,298163000,183136000,16570800,78112400,1.76952966130481,0.00298059467137547,0.0203536565910204
"P04843|RPN1_HUMAN",4630480,10199200,7048480,4296660,5635460,12206000,7576650,8046070,9516620,15008900,9790615,4870990,7148960,11159400,5035120,6798780,4092190,12026500,19993700,3270950,13912900,5949590,11705600,4833230,1553600,14470900,9528530,13769800,7652730,25848500,8108125,12240900,13755500,16393100,21523000,18394400,8866250,23133300,6909330,17306700,3423930,26258100,26083700,6376320,31126300,18316900,8604545,25192800,21964800,36432700,26725700,7894630,13618700,0.774018999329109,0.00083933412046524,0.00839203383063298
"P04844|RPN2_HUMAN",2615730,1595480,5011040,1356465,930435,5963490,1996000,3688895,5386760,11318000,4313775,1888270,3428630,5282360,2739800,4473140,2584045,4995925,6604860,1239910,5181200,3161460,6992350,3016080,852405.5,10339700,6825060,7857990,4269050,12315300,4922845,4262000,10055600,7245770,9420290,9648580,4092160,12442900,2985600,10274600,3000275,10842500,14554300,4929645,17441000,11045400,2874725,5430730,11257300,18636400,8323560,3744560,7206180,0.86571408419939,0.00654127553911234,0.0361969376599673
"P05062|ALDOB_HUMAN",2555630,43593500,107871000,1269800,10563500,1283320,13118200,3292965,12351300,39885700,10297695,1360270,9316020,214186000,576497,7250520,36532700,57096850,118777600,122885000,59671800,18441300,300131000,84183600,16485800,49287800,800438,43751200,144777000,144469000,11868900,265972000,294031000,169042000,533262000,305404000,140638000,657345000,174219000,19630900,7119810,134567000,298552000,19257600,164181000,43938800,71557850,318396000,83751500,696930000,126082000,194916000,10071000,2.86736237138347,2.47739377502611e-05,0.000898440149259468
"P05089|ARGI1_HUMAN",309279,4498550,16745200,83056.5,1713190,777726,1480010,1462000,3335350,5603680,4202835,89914.3,748299,26292900,1437060,2138820,5248480,4472630,13598480,9824860,11500800,769100,17926700,6182070,1741870,27856800,85564250,3868720,8725150,12406000,4252440,24395600,9589530,26187800,24260600,30568900,41834700,65746600,10517400,4099520,1723755,11464100,22369600,5631060,79211500,12260200,2136885,37577400,30925600,112205000,32522000,6343270,2280220,2.60618063541374,0.000139418732774451,0.0024153826931218
"P05091|ALDH2_HUMAN",3252230,2530050,121940000,3382360,1498340,22435200,6932280,5201060,6936450,10324900,10632905,740099,3773830,194476000,3354340,7351320,3517140,56939550,16946350,73410200,16103500,11255400,149269000,19023300,15153100,16720400,45600650,15169500,105100000,28259500,23112500,88749300,54768900,74357000,83707800,122328000,51497800,236930000,29158000,5611630,1284804,198999000,75839000,9249940,184713000,26434500,113196550,57671100,61007500,189313000,82604600,51021300,19216100,1.9706891937596,0.00157541812810073,0.0130485276958433
"P05141|ADT2_HUMAN",9524100,2786530,12237300,1969630,164605,34857700,8143220,7108670,8921540,16122300,18883750,5858010,25193300,16629500,8214470,14279300,2704575,31379750,51626600,5934530,27424100,2413790,105676000,10812000,4723435,47548900,29901250,30422700,15294800,38484400,17983050,47047100,58194600,28751200,81504700,28736300,18018600,32474200,42269000,13571900,4301435,22109100,88591700,13389300,34649500,12844500,34439250,62390600,52352500,79775400,47323400,10213800,18235900,1.60748401581071,3.69002372432845e-05,0.00111203109326123
"P05165|PCCA_HUMAN",501902,2411130,3697560,29010.4,1207850,32955.9,1086150,319650,343601,696480,536583,559810,227112,5776640,114757,1706880,205652.05,9941955,10933705,2155470,2701590,608899,2634630,3259650,341534.5,1837730,1973888,3302120,3709190,3850240,5840275,6149980,4184480,6759170,11258300,8394520,6791470,11350600,1092750,533128,117719.5,6204890,4585990,862426.5,11271400,3093150,4332795,5474220,3761160,13537200,6381700,2075130,1266940,2.21024329672013,2.42403180998819e-06,0.000268273451522659
"P05166|PCCB_HUMAN",1022180,824876,2201940,116439,464451,104073,485235,293420.2,309692,830403,1869993.5,195433,312079,4400250,93622.8,1249530,327999.5,3780940,4634640,1974640,2442050,222914,3496790,4793670,295212,2743910,2119170,5245130,2300400,3611710,5043190,12210000,3321440,8234320,19045900,5305070,7503660,15995500,1693330,408904,202702.5,8170120,5744000,1269949.5,15013600,4617270,4348710,5191040,5846760,19505000,10833200,1248470,1110030,2.78923866460393,3.46582551000252e-06,0.000308987971509808
"P06133|UD2B4_HUMAN",0,0,6239690,0,524377,0,404587,37189.1,0,0,44904.4,0,11192300,4603360,162263,366383,1162710,3996155,3760605,4719720,11226000,1820420,1544020,1626900,1944560,9172.16,391085,130673,4095610,2539220,246361,1164830,7567910,30329300,13333400,52886200,38800300,4149710,2013820,135523,109007,37413000,41751700,154083.05,72372000,9707750,10842900,63239500,25005700,36570200,5783220,12270900,61208.2,4.39497314532069,0.000190257745602172,0.00297144639664317
"P06213|INSR_HUMAN",332717,0,441907,0,0,12643.3,175204,56774.1,39348.7,200875,127494,12360.9,0,380240,98926.3,166109,0,345466,628339,0,581916,130132,293581,363917,0,311772,116923.65,282048,49955.6,1605300,334805.5,185288,656698,777110,433450,398960,326163,715074,377291,0,0,612499,119736,504965,409994,935851,358197.5,533221,472813,761089,101390,269913,313881,1.64504491087646,0.000436568620579749,0.00529741772306504
"P06576|ATPB_HUMAN",50512400,20885000,61053200,10271410,12748000,184495000,63741000,27430600,46493000,47288500,56694250,32346300,201508000,87911300,24800900,38784900,11091420,83088500,93308250,38352200,104209000,17406600,146368000,35817700,13410750,78444700,87414500,57578800,63880000,101520000,76803700,70706200,190399000,151957000,307169000,199875000,87059000,299199000,51393100,58729400,22875850,153525000,173938000,36574750,243780000,159133000,39418200,223576000,147018000,373217000,133762000,21674400,69796300,1.12543369064601,0.00304071288956519,0.0206671141794286
"P07099|HYEP_HUMAN",1151570,5167420,13705300,994457.5,2315530,2246520,8671410,1699515,3727160,9114430,2760522.5,1617370,21590800,111264000,3196220,6856960,21480500,47467850,107750750,23989200,25241200,5642830,74666100,56378800,11175540,34886400,42359000,61431600,89938200,180521000,17235250,14203200,26107300,96170000,188153000,260119000,22648700,176442000,58717500,6165370,1789610,278196000,144263000,10699645,673300000,24152600,150056500,306810000,184418000,176400000,77308200,68064900,41521300,4.43470218198623,2.52988840668638e-05,0.000899441120956864
"P07108|ACBP_HUMAN",4015430,5037720,5436920,2018965,1895480,10912000,15878500,933268,11981800,22167800,12210845,1888840,1415490,14957400,3604520,1309070,749611.5,6669330,9769765,4273270,2995730,1575780,21509600,7142870,856726,16471300,31320650,10292200,4680590,11960400,17137250,18943900,12360500,51057300,79392000,59498100,27647700,72827300,12833000,6485620,3349625,67755700,26327600,12956375,154695000,36695000,42538800,85701900,62512900,130816000,84370200,5774480,6660970,1.93135376471563,0.000596965015520056,0.00658405229316708
"P07148|FABPL_HUMAN",4042080,78509800,121856000,923904,3257780,3648690,8726270,6386085,48601700,95467100,53346950,2098360,10729900,326123000,93200700,75927000,30088250,49425950,12327170,232727000,163739000,37448500,533989000,8185550,10343310,320019000,377651000,5680430,94198100,367223000,124385800,71005500,211074000,556838000,136872000,1348350000,652921000,96795100,165055000,59701100,13381150,1666460000,670859000,81137950,2976550000,582564000,127492000,212924000,265417000,1577010000,135153000,83992800,44713100,3.32441207726973,0.00109010869084192,0.0101854551477646
"P07237|PDIA1_HUMAN",22004100,29480600,26536000,10700750,12750200,33785700,39119900,31988300,20839400,84321700,38533950,11023100,10622600,49963400,17533300,33377500,19946150,49245900,70060150,28724600,64049900,21088600,111189000,54293400,16424900,153392000,48260600,43447500,28762100,99723600,67190350,59884500,102181000,107613000,222045000,99625500,113457000,352241000,32923500,47899400,24689550,174709000,229619000,51804450,281643000,185527000,70459250,109100000,184189000,443581000,155302000,58184300,37371000,1.74361648768205,5.08879789574595e-05,0.00131830976166853
"P07306|ASGR1_HUMAN",0,0,1754040,0,202552,0,66588.9,0,0,0,4897,0,0,2112790,375911,1610020,0,786189.5,1390725,652215,858604,570001,1369010,2113400,0,1847780,1361505.5,866053,1451740,2392210,639934,652925,2405420,2295410,2393740,5115330,1283630,6883510,1226090,0,0,5162730,1844890,585358.5,10366000,4752300,2244190,2370550,1763930,1744390,987507,1350620,1825650,3.48625340829345,7.74762350513017e-06,0.000482834905625539
"P07307|ASGR2_HUMAN",0,0,1460430,0,0,0,0,0,0,0,0,0,246599,1300960,196005,799561,0,931225.5,983945.5,314850,531788,368638,708003,1030240,74388.65,1199290,706518.5,526400,1042550,2071730,300513.5,764759,1406440,1138740,1244100,2537110,1066990,3576210,835345,219860,0,1534800,758333,492182.5,4387100,2756820,1448545,937886,1002850,763905,899389,1057540,1574250,3.1317785417787,9.46027821567138e-06,0.00054498131843007
"P07327|ADH1A_HUMAN",591094,4795820,52255300,82634.9,3356870,549703,6018520,919190,8357230,14851500,1790109,671169,4651220,180308000,406435,12874000,26124500,4930095,1661565,56955300,1610020,4037030,2177890,109041000,6002520,7445470,1893465,2239390,17359000,33334800,6806295,68335700,33689900,101784000,2610800,158721000,19344100,215650000,10856400,4466940,2146675,73555700,81889800,7725080,336355000,95254200,6001745,89147000,1542440,47564700,7846480,73548700,9597790,2.58166529462973,0.00168027897182174,0.0136183216163179
"P07339|CATD_HUMAN",20612400,33454000,64873800,17935850,12733100,97746300,17331900,11730365,45194900,39751200,101771950,37436400,12022800,96956800,60954900,97819100,17710650,192371000,100074000,32970600,70352400,9231760,13813300,61731600,32396800,43574400,69567400,37033700,38275400,471624000,46270150,97793200,118880000,202329000,100331000,144863000,95732700,73459300,28285400,22231700,19888350,263107000,51078600,36873250,250958000,194638000,165157000,185520000,60127000,304314000,66556400,74603100,128396000,1.29266695292261,0.00100141134530518,0.00956556462130055
"P07900|HS90A_HUMAN",26174400,11771400,16662100,16016400,6584810,84302300,19740800,8256510,26844400,45148600,28689050,12230300,36303100,26107900,19100900,16334800,12235950,27704300,51647700,13018300,64618800,8016740,39088500,15518800,17354100,67637900,67645300,26032300,19028400,61968300,30172150,30601200,50446300,75364200,118696000,50968500,48419400,80621000,60978400,69800600,30684250,59707200,158709000,20080450,86026500,73648000,16665600,103331000,38915600,99066900,76197200,20278200,58847900,0.986705136645193,0.00476331910307368,0.0285596094027472
"P07902|GALT_HUMAN",327669,773695,1851410,0,680593,384535,583341,264609.5,545921,932404,227555.5,0,0,1671120,430542,437154,528309.5,1114065,1810185,1921830,798909,374999,2151510,867035,199906.5,1271490,2399515,1730710,934841,2288280,1048371.5,758583,2822520,3614410,9494200,8839760,1547770,3679270,650736,253142,206389,1323930,5865590,1023795,4469860,2725670,2089350,5930110,2425520,1585890,6552620,417341,1162580,1.99362691208684,8.40275092957932e-05,0.00180392167949731
"P07947|YES_HUMAN",529515,479152,119850,134744.85,0,144004,0,301584,880643,853359,174535.4,423095,1495010,247133,316815,1053490,63581.3,267198.6,528938.5,0,919998,529251,144724,690015,0,907498,590196,741432,272161,1012800,1082097,355063,1592170,1735170,1142610,2090540,944287,1014260,550417,1355930,0,1795310,1930150,640574,3283050,1781550,824419.5,492201,1828580,1734370,4243010,106784,1346930,1.59311768096955,0.000122392960972404,0.0022382917848486
"P07954|FUMH_HUMAN",2072120,7246360,11642800,1491410,2201420,9874760,8620820,1271803,5880950,4432140,7096430,2065580,1412870,18680400,7559540,4505680,3322275,18590900,36568650,7099620,13842500,3184660,48861700,20756700,2671405,17555900,36856550,16101500,13349300,42348300,13240950,19464000,55970900,30915800,108524000,46098100,18069200,102087000,36231800,4064520,1737635,51049100,33874200,7461865,45393800,22464600,28916500,50652600,55821100,69717800,30369900,18564100,17263900,2.4358075897825,5.90230901952409e-07,0.000132964808006231
"P08034|CXB1_HUMAN",0,0,1419930,0,0,0,0,0,0,0,0,0,400319,1048240,0,248532,0,523233,284964,243790,246679,311148,1390040,0,0,887013,1303556.5,839417,749244,1718830,0,212542,1955350,1154360,0,2048130,0,86844.9,469777,0,0,3056430,1616970,0,1377210,1993610,1475300,1135550,0,247667,627169,875232,110956,2.56145473297403,0.00139515061523776,0.0119565711604956
"P08133|ANXA6_HUMAN",12816100,7029670,11603300,3754790,10060400,5484280,15685900,18179200,8874100,31439500,8772430,6397240,13899000,29550800,5281760,3709850,13359100,28006700,24096000,10463500,6466880,1848450,22742400,24267200,5645180,15292300,21214850,25858300,18262900,27276600,11864175,20001500,43829700,34609200,28240700,45479900,14236400,38576300,17702000,14229300,39880950,42527300,30738900,19881050,60936100,6739430,19246350,67799700,16160300,37938600,51820500,16373500,9819860,1.04238788086219,0.000485895494661808,0.00576518147917587
"P08236|BGLR_HUMAN",460083,1391060,1533770,28324.35,873572,1164980,2397250,123789.5,1169310,2087160,985446.5,346870,1059730,3205800,606025,237763,602469.5,1292646.5,13008100,672960,720087,1350700,1136210,3179940,275058,1413350,76279.8,5451850,1304950,4647640,290303.5,1405500,13335600,4525820,561064,1845040,1105930,6015910,238368,191423,1655205,1900040,685231,2081405,3582600,1158160,491487,10126400,3415530,552310,886951,1983080,4272370,1.25660590712577,0.00942604978758274,0.046940119151663
